########################################
#JOBS
########################################
job_appointed_regent_roman;Regent Constituit;Regent Constituit;Regent Constituit;;Regent Constituit;;;;;;;;;x
job_chancellor_roman;Magister Officiorum;Magister Officiorum;Magister Officiorum;;Magister Officiorum;;;;;;;;;x
job_commander_roman;Induperator;Induperator;Induperator;;Induperator;;;;;;;;;x
job_court_physician_roman;Atrium Medicus;Atrium Medicus;Atrium Medicus;;Atrium Medicus;;;;;;;;;x
job_marshal_roman;Magister Militum;Magister Militum;Magister Militum;;Magister Militum;;;;;;;;;x
job_regent_roman;Interrex;Interrex;Interrex;;Interrex;;;;;;;;;x
job_spiritual_orthodox_roman;Censor;Censor;Censor;;Censor;;;;;;;;;x
job_spiritual_roman_orthodox;Censor;Censor;Censor;;Censor;;;;;;;;;x
job_spiritual_roman;Censor;Censor;Censor;;Censor;;;;;;;;;x
job_spymaster_roman;Frumentarius;Frumentarius;Frumentarius;;Frumentarius;;;;;;;;;x
job_treasurer_roman;Quaestor;Quaestor;Quaestor;;Quaestor;;;;;;;;;x
########################################
#MINOR
########################################
title_appointed_regent_roman;Regent Constituit;Regent Constituit;Regent Constituit;;Regent Constituit;;;;;;;;;x
title_commander_roman;Induperator;Induperator;Induperator;;Induperator;;;;;;;;;x
title_regent_roman;Interrex;Interrex;Interrex;;Interrex;;;;;;;;;x
########################################
#NOBLES
########################################
baron_female_roman;Domina;Domina;Domina;;Domina;;;;;;;;;x
baron_roman;Baro;Baro;Baro;;Baro;;;;;;;;;x
baron_title_ruler_consort_female_roman;Baronissa;Baronissa;Baronissa;;Baronissa;;;;;;;;;x
baron_title_ruler_consort_roman;Baro;Baro;Baro;;Baro;;;;;;;;;x
city_baron_female_roman;Urbana;Urbana;Urbana;;Urbana;;;;;;;;;x
city_baron_roman;Urbanus;Urbanus;Urbanus;;Urbanus;;;;;;;;;x
city_baron_title_ruler_consort_female_roman;Urbana;Urbana;Urbana;;Urbana;;;;;;;;;x
city_baron_title_ruler_consort_roman;Urbanus;Urbanus;Urbanus;;Urbanus;;;;;;;;;x
city_count_female_roman;Procuratora;Procuratora;Procuratora;;Procuratora;;;;;;;;;x
city_count_roman;Procurator;Procurator;Procurator;;Procurator;;;;;;;;;x
city_count_title_ruler_consort_female_roman;Procuratora;Procuratora;Procuratora;;Procuratora;;;;;;;;;x
city_count_title_ruler_consort_roman;Procurator;Procurator;Procurator;;Procurator;;;;;;;;;x
city_duke_female_roman;Negatiatoria;Negatiatoria;Negatiatoria;;Negatiatoria;;;;;;;;;x
city_duke_roman;Negatiatori;Negatiatori;Negatiatori;;Negatiatori;;;;;;;;;x
city_duke_title_ruler_consort_female_roman;Negatiatoria;Negatiatoria;Negatiatoria;;Negatiatoria;;;;;;;;;x
city_duke_title_ruler_consort_roman;Negatiatori;Negatiatori;Negatiatori;;Negatiatori;;;;;;;;;x
city_emperor_female_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
city_emperor_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
city_emperor_title_ruler_consort_female_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
city_emperor_title_ruler_consort_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
city_king_female_roman;Avara;Avara;Avara;;Avara;;;;;;;;;x
city_king_roman;Avarus;Avarus;Avarus;;Avarus;;;;;;;;;x
city_king_title_ruler_consort_female_roman;Avara;Avara;Avara;;Avara;;;;;;;;;x
city_king_title_ruler_consort_roman;Avarus;Avarus;Avarus;;Avarus;;;;;;;;;x
count_female_roman;Comitissa;Comitissa;Comitissa;;Comitissa;;;;;;;;;x
count_roman;Prefect;Prefect;Prefect;;Prefect;;;;;;;;;x
count_title_ruler_consort_female_roman;Comitissa;Comitissa;Comitissa;;Comitissa;;;;;;;;;x
count_title_ruler_consort_roman;Comes;Comes;Comes;;Comes;;;;;;;;;x
county_of_roman;Prefecture of;Prefecture of;Prefecture of;;Prefecture of;;;;;;;;;x
duke_female_roman;Ducissa;Ducissa;Ducissa;;Ducissa;;;;;;;;;x
duke_roman;Dux;Dux;Dux;;Dux;;;;;;;;;x
duke_title_ruler_consort_female_roman;Ducissa;Ducissa;Ducissa;;Ducissa;;;;;;;;;x
duke_title_ruler_consort_roman;Dux;Dux;Dux;;Dux;;;;;;;;;x
emperor_female_roman;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;x
emperor_roman;Imperator Caesar;Imperator Caesar;Imperator Caesar;;Imperator Caesar;;;;;;;;;x
emperor_title_ruler_consort_female_roman;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;x
emperor_title_ruler_consort_roman;Imperator Caesar;Imperator Caesar;Imperator Caesar;;Imperator Caesar;;;;;;;;;x
family_palace_baron_female_roman;Mater Familias;Mater Familias;Mater Familias;;Mater Familias;;;;;;;;;x
family_palace_baron_roman;Pater Familias;Pater Familias;Pater Familias;;Pater Familias;;;;;;;;;x
imperial_baron_female_roman;Domina;Domina;Domina;;Domina;;;;;;;;;x
imperial_baron_roman;Senator;Senator;Senator;;Senator;;;;;;;;;x
imperial_baron_title_ruler_consort_female_roman;Baronissa;Baronissa;Baronissa;;Baronissa;;;;;;;;;x
imperial_baron_title_ruler_consort_roman;Baro;Baro;Baro;;Baro;;;;;;;;;x
imperial_city_baron_female_roman;Urbana;Urbana;Urbana;;Urbana;;;;;;;;;x
imperial_city_baron_roman;Urbanus;Urbanus;Urbanus;;Urbanus;;;;;;;;;x
imperial_city_baron_title_ruler_consort_female_roman;Urbana;Urbana;Urbana;;Urbana;;;;;;;;;x
imperial_city_baron_title_ruler_consort_roman;Urbanus;Urbanus;Urbanus;;Urbanus;;;;;;;;;x
imperial_city_count_female_roman;Procuratora;Procuratora;Procuratora;;Procuratora;;;;;;;;;x
imperial_city_count_roman;Procurator;Procurator;Procurator;;Procurator;;;;;;;;;x
imperial_city_count_title_ruler_consort_female_roman;Procuratora;Procuratora;Procuratora;;Procuratora;;;;;;;;;x
imperial_city_count_title_ruler_consort_roman;Procurator;Procurator;Procurator;;Procurator;;;;;;;;;x
imperial_city_duke_female_roman;Negatiatoria;Negatiatoria;Negatiatoria;;Negatiatoria;;;;;;;;;x
imperial_city_duke_roman;Negatiatori;Negatiatori;Negatiatori;;Negatiatori;;;;;;;;;x
imperial_city_duke_title_ruler_consort_female_roman;Negatiatoria;Negatiatoria;Negatiatoria;;Negatiatoria;;;;;;;;;x
imperial_city_duke_title_ruler_consort_roman;Negatiatori;Negatiatori;Negatiatori;;Negatiatori;;;;;;;;;x
imperial_city_emperor_female_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
imperial_city_emperor_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
imperial_city_emperor_title_ruler_consort_female_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
imperial_city_emperor_title_ruler_consort_roman;The Glorious;The Glorious;The Glorious;;The Glorious;;;;;;;;;x
imperial_city_king_female_roman;Avara;Avara;Avara;;Avara;;;;;;;;;x
imperial_city_king_roman;Avarus;Avarus;Avarus;;Avarus;;;;;;;;;x
imperial_city_king_title_ruler_consort_female_roman;Avara;Avara;Avara;;Avara;;;;;;;;;x
imperial_city_king_title_ruler_consort_roman;Avarus;Avarus;Avarus;;Avarus;;;;;;;;;x
imperial_count_female_roman;Prefecta;Prefecta;Prefecta;;Prefecta;;;;;;;;;x
imperial_count_roman;Prefect;Prefect;Prefect;;Prefect;;;;;;;;;x
imperial_count_title_ruler_consort_female_roman;Prefecta;Prefecta;Prefecta;;Prefecta;;;;;;;;;x
imperial_count_title_ruler_consort_roman;Prefect;Prefect;Prefect;;Prefect;;;;;;;;;x
imperial_duchy_of_roman;Province of;Province of;Province of;;Province of;;;;;;;;;x
imperial_duke_female_roman;Legata Augusti;Legata Augusti;Legata Augusti;;Legata Augusti;;;;;;;;;x
imperial_duke_roman;Governor;Governor;Governor;;Governor;;;;;;;;;x
imperial_duke_title_ruler_consort_female_roman;Legata Augusti;Legata Augusti;Legata Augusti;;Legata Augusti;;;;;;;;;x
imperial_duke_title_ruler_consort_roman;Governor;Governor;Governor;;Governor;;;;;;;;;x
imperial_emperor_female_roman;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;x
imperial_emperor_roman;Imperator Caesar;Imperator Caesar;Imperator Caesar;;Imperator Caesar;;;;;;;;;x
imperial_emperor_title_ruler_consort_female_roman;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;x
imperial_emperor_title_ruler_consort_roman;Imperator Caesar;Imperator Caesar;Imperator Caesar;;Imperator Caesar;;;;;;;;;x
imperial_family_palace_baron_female_roman;Mater Familias;Mater Familias;Mater Familias;;Mater Familias;;;;;;;;;x
imperial_family_palace_baron_roman;Pater Familias;Pater Familias;Pater Familias;;Pater Familias;;;;;;;;;x
imperial_job_chancellor_roman;Magister Officiorum;Magister Officiorum;Magister Officiorum;;Magister Officiorum;;;;;;;;;x
imperial_job_marshal_roman;Magister Militum;Magister Militum;Magister Militum;;Magister Militum;;;;;;;;;x
imperial_job_spiritual_roman;Censor;Censor;Censor;;Censor;;;;;;;;;x
imperial_job_spymaster_roman;Frumentarius;Frumentarius;Frumentarius;;Frumentarius;;;;;;;;;x
imperial_job_treasurer_roman;Quaestor;Quaestor;Quaestor;;Quaestor;;;;;;;;;x
imperial_king_female_roman;Vicaria;Vicaria;Vicaria;;Vicaria;;;;;;;;;x
imperial_king_roman;Vicarius;Vicarius;Vicarius;;Vicarius;;;;;;;;;x
imperial_king_title_ruler_consort_female_roman;Regina;Regina;Regina;;Regina;;;;;;;;;x
imperial_king_title_ruler_consort_roman;Vicarius;Vicarius;Vicarius;;Vicarius;;;;;;;;;x
imperial_title_councilmember_emperor_roman;Praemonstrator;Praemonstrator;Praemonstrator;;Praemonstrator;;;;;;;;;x
imperial_title_councilmember_king_roman;Praemonstrator;Praemonstrator;Praemonstrator;;Praemonstrator;;;;;;;;;x
imperial_title_prince_female_roman;Principissa;Principissa;Principissa;;Principissa;;;;;;;;;x
imperial_title_prince_roman;Princeps;Princeps;Princeps;;Princeps;;;;;;;;;x
imperial_vice_royalty_duke_roman;Governor;Governor;Governor;;Governor;;;;;;;;;x
imperial_vice_royalty_king_roman;Provicar;Provicar;Provicar;;Provicar;;;;;;;;;x
king_female_roman;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_roman;Rex;Rex;Rex;;Rex;;;;;;;;;x
king_title_ruler_consort_female_roman;Regina;Regina;Regina;;Regina;;;;;;;;;x
