baron_bosnian;Župan;;;;;;;;;;;;;x
baron_female_bosnian;Županica;;;;;;;;;;;;;x
count_bosnian;Veliki Župan;;;;;;;;;;;;;x
count_female_bosnian;Velika Županica;;;;;;;;;;;;;x
duke_bosnian;Ban;;;;;;;;;;;;;x
duke_female_bosnian;Ban;;;;;;;;;;;;;x
king_bosnian;Kralj;;;;;;;;;;;;;x
king_female_bosnian;Kraljica;;;;;;;;;;;;;x
title_prince_bosnian;Kraljevic;;;;;;;;;;;;;x
title_prince_female_bosnian;Kraljevica;;;;;;;;;;;;;x
emperor_bosnian;Car;;;;;;;;;;;;;x
emperor_female_bosnian;Carica;;;;;;;;;;;;;x

tribal_baron_bosnian;Gospodar;;;;;;;;;;;;;x
tribal_baron_female_bosnian;Gospodarica;;;;;;;;;;;;;x
tribal_count_bosnian;Poglavar;;;;;;;;;;;;;x
tribal_count_female_bosnian;Poglavarica;;;;;;;;;;;;;x
tribal_duke_bosnian;Knez;;;;;;;;;;;;;x
tribal_duke_female_bosnian;Kneginja;;;;;;;;;;;;;x
tribal_king_bosnian;Veliki Knez;;;;;;;;;;;;;x
tribal_king_female_bosnian;Velika Kneginja;;;;;;;;;;;;;x
tribal_title_prince_bosnian;Knežic;;;;;;;;;;;;;x
tribal_title_prince_female_bosnian;Knežica;;;;;;;;;;;;;x

city_baron_bosnian;Celnik;;;;;;;;;;;;;x
city_count_bosnian;Rektor;;;;;;;;;;;;;x
city_duke_bosnian;Poteštat;;;;;;;;;;;;;x
city_king_bosnian;Dužd;;;;;;;;;;;;;x
city_emperor_bosnian;Veliki Dužd;;;;;;;;;;;;;x

temple_baron_pagan_group_bosnian;Žrec;;;;;;;;;;;;;x
temple_count_pagan_group_bosnian;Vuk;;;;;;;;;;;;;x
temple_duke_pagan_group_bosnian;Fokusnik;;;;;;;;;;;;;x
temple_king_pagan_group_bosnian;Znahar;;;;;;;;;;;;;x
temple_emperor_pagan_group_bosnian;Vidmak;;;;;;;;;;;;;x
temple_baron_christian_bosnian;Biskup;;;;;;;;;;;;;x
temple_count_christian_bosnian;Nadbiskup;;;;;;;;;;;;;x
temple_duke_christian_bosnian;Mitropolit;;;;;;;;;;;;;x
temple_king_christian_bosnian;Patrijarh;;;;;;;;;;;;;x
temple_emperor_christian_bosnian;Carski Patrijarh;;;;;;;;;;;;;x
temple_baron_orthodox_bosnian;Episkop;;;;;;;;;;;;;x
temple_count_orthodox_bosnian;Arhiepiskop;;;;;;;;;;;;;x

barony_bosnian;Županija;;;;;;;;;;;;;x
barony_of_bosnian;Županija of;;;;;;;;;;;;;x
tribal_barony_bosnian;Zadruga;;;;;;;;;;;;;x
tribal_barony_of_bosnian;Zadruga of;;;;;;;;;;;;;x
city_barony_bosnian;Grad;;;;;;;;;;;;;x
city_barony_of_bosnian;Grad of;;;;;;;;;;;;;x
temple_barony_pagan_group_bosnian;Kapište;;;;;;;;;;;;;x
temple_barony_of_pagan_group_bosnian;Kapište of;;;;;;;;;;;;;x
temple_barony_christian_bosnian;Biskupija;;;;;;;;;;;;;x
temple_barony_of_christian_bosnian;Biskupija of;;;;;;;;;;;;;x
temple_barony_orthodox_bosnian;Eparhija;;;;;;;;;;;;;x
temple_barony_of_orthodox_bosnian;Eparhija of;;;;;;;;;;;;;x

county_bosnian;Velika Županija;;;;;;;;;;;;;x
county_of_bosnian;Velika Županija of;;;;;;;;;;;;;x
tribal_county_bosnian;Obština;;;;;;;;;;;;;x
tribal_county_of_bosnian;Obština of;;;;;;;;;;;;;x
city_county_bosnian;Rektorija;;;;;;;;;;;;;x
city_county_of_bosnian;Rektorija of;;;;;;;;;;;;;x
temple_county_pagan_group_bosnian;Gontina;;;;;;;;;;;;;x
temple_county_of_pagan_group_bosnian;Gontina of;;;;;;;;;;;;;x
temple_county_christian_bosnian;Nadbiskupija;;;;;;;;;;;;;x
temple_county_of_christian_bosnian;Nadbiskupija of;;;;;;;;;;;;;x
temple_county_orthodox_bosnian;Arhieparhija;;;;;;;;;;;;;x
temple_county_of_orthodox_bosnian;Arhieparhija of;;;;;;;;;;;;;x

duchy_bosnian;Banovina;;;;;;;;;;;;;x
duchy_of_bosnian;Banovina of;;;;;;;;;;;;;x
tribal_duchy_bosnian;Kneževina;;;;;;;;;;;;;x
tribal_duchy_of_bosnian;Kneževina of;;;;;;;;;;;;;x
city_duchy_bosnian;Poteštatija;;;;;;;;;;;;;x
city_duchy_of_bosnian;Poteštatija of;;;;;;;;;;;;;x
temple_duchy_pagan_group_bosnian;Fokusnica;;;;;;;;;;;;;x
temple_duchy_of_pagan_group_bosnian;Fokusnica of;;;;;;;;;;;;;x
temple_duchy_christian_bosnian;Mitropolija;;;;;;;;;;;;;x
temple_duchy_of_christian_bosnian;Mitropolija of;;;;;;;;;;;;;x

kingdom_bosnian;Kraljevina;;;;;;;;;;;;;x
kingdom_of_bosnian;Kraljevina of;;;;;;;;;;;;;x
tribal_kingdom_bosnian;Velika Kneževina;;;;;;;;;;;;;x
tribal_kingdom_of_bosnian;Velika Kneževina of;;;;;;;;;;;;;x
city_kingdom_bosnian;Duždija;;;;;;;;;;;;;x
city_kingdom_of_bosnian;Duždija of;;;;;;;;;;;;;x
