# ã is A-breve

################################################################################
# JOBS
################################################################################
job_advisor_romanian;Sfetnic;Sfetnic;Sfetnic;;Sfetnic;;;;;;;;;x
job_chancellor_romanian;Logofãt;Logofãt;Logofãt;;Logofãt;;;;;;;;;x
job_marshal_romanian;Spãtar;Spãtar;Spãtar;;Spãtar;;;;;;;;;x
job_treasurer_romanian;Vistiernic;Vistiernic;Vistiernic;;Vistiernic;;;;;;;;;x
job_spiritual_romanian;Mitropolit;Mitropolit;Mitropolit;;Mitropolit;;;;;;;;;x
job_spiritual_orthodox_romanian;Mitropolit;Mitropolit;Mitropolit;;Mitropolit;;;;;;;;;x

################################################################################
# MINOR TITLES
################################################################################
title_appointed_regent_romanian;Portar;Portar;Portar;;Portar;;;;;;;;;x
title_commander_romanian;Pârcãlab;Pârcãlab;Pârcãlab;;Pârcãlab;;;;;;;;;x
title_court_eunuch_romanian;Eunuc Dregãtor;Eunuc Dregãtor;Eunuc Dregãtor;;Eunuc Dregãtor;;;;;;;;;x
title_cupbearer_romanian;Paharnic;Paharnic;Paharnic;;Paharnic;;;;;;;;;x
title_master_of_the_horse_romanian;Comis;Comis;Comis;;Comis;;;;;;;;;x
title_prince_female_romanian;Printesã;Printesã;Printesã;;Printesã;;;;;;;;;x
title_prince_romanian;Print;Print;Print;;Print;;;;;;;;;x
title_seneschal_romanian;Stolnic;Stolnic;Stolnic;;Stolnic;;;;;;;;;x

################################################################################
# NOBLE TITLES - GENERIC
################################################################################
baron_female_romanian;Boierã;Boierã;Boierã;;Boierã;;;;;;;;;x
baron_romanian;Boier;Boier;Boier;;Boier;;;;;;;;;x
count_female_romanian;Banã;Banã;Banã;;Banã;;;;;;;;;x
count_romanian;Ban;Ban;Ban;;Ban;;;;;;;;;x
duke_female_romanian;Mare Banã;Mare Banã;Mare Banã;;Mare Banã;;;;;;;;;x
duke_romanian;Mare Ban;Mare Ban;Mare Ban;;Mare Ban;;;;;;;;;x
emperor_female_romanian;Împãrãteasã;Împãrãteasã;Împãrãteasã;;Împãrãteasã;;;;;;;;;x
emperor_romanian;Împãrat;Împãrat;Împãrat;;Împãrat;;;;;;;;;x
king_female_romanian;Domnitoare;Domnitoare;Domnitoare;;Domnitoare;;;;;;;;;x
king_romanian;Domnitor;Domnitor;Domnitor;;Domnitor;;;;;;;;;x
### CITY
city_baron_romanian;Jude;Jude;Jude;;Jude;;;;;;;;;x
### IMPERIAL
imperial_baron_female_romanian;Boierã;Boierã;Boierã;;Boierã;;;;;;;;;x
imperial_baron_romanian;Boier;Boier;Boier;;Boier;;;;;;;;;x
imperial_city_baron_romanian;Jude;Jude;Jude;;Jude;;;;;;;;;x
imperial_count_female_romanian;Banã;Banã;Banã;;Banã;;;;;;;;;x
imperial_count_romanian;Ban;Ban;Ban;;Ban;;;;;;;;;x
imperial_duke_female_romanian;Mare Banã;Mare Banã;Mare Banã;;Mare Banã;;;;;;;;;x
imperial_duke_romanian;Mare Ban;Mare Ban;Mare Ban;;Mare Ban;;;;;;;;;x
imperial_emperor_female_romanian;Împãrãteasã;Împãrãteasã;Împãrãteasã;;Împãrãteasã;;;;;;;;;x
imperial_emperor_romanian;Împãrat;Împãrat;Împãrat;;Împãrat;;;;;;;;;x
imperial_king_female_romanian;Reginã;Reginã;Reginã;;Reginã;;;;;;;;;x
imperial_king_romanian;Rege;Rege;Rege;;Rege;;;;;;;;;x
### NOMADIC
nomadic_emperor_female_romanian;Hanã;Hanã;Hanã;;Hanã;;;;;;;;;x
nomadic_emperor_romanian;Han;Han;Han;;Han;;;;;;;;;x
### TEMPLE
temple_baron_female_orthodox_romanian;Staretã;Staretã;Staretã;;Staretã;;;;;;;;;x
temple_baron_orthodox_romanian;Staret;Staret;Staret;;Staret;;;;;;;;;x
temple_count_female_orthodox_romanian;Episcopã;Episcopã;Episcopã;;Episcopã;;;;;;;;;x
temple_count_orthodox_romanian;Episcop;Episcop;Episcop;;Episcop;;;;;;;;;x
temple_duke_female_orthodox_romanian;Arhiepiscopã;Arhiepiscopã;Arhiepiscopã;;Arhiepiscopã;;;;;;;;;x
temple_duke_orthodox_romanian;Arhiepiscop;Arhiepiscop;Arhiepiscop;;Arhiepiscop;;;;;;;;;x
### TRIBAL
tribal_count_female_romanian;Cneazã;Cneazã;Cneazã;;Cneazã;;;;;;;;;x
tribal_count_romanian;Cneaz;Cneaz;Cneaz;;Cneaz;;;;;;;;;x
tribal_duke_female_romanian;Mare Cneazã;Mare Cneazã;Mare Cneazã;;Mare Cneazã;;;;;;;;;x
tribal_duke_romanian;Mare Cneaz;Mare Cneaz;Mare Cneaz;;Mare Cneaz;;;;;;;;;x
tribal_king_female_romanian;Voievoadã;Voievoadã;Voievoadã;;Voievoadã;;;;;;;;;x
tribal_king_romanian;Voievod;Voievod;Voievod;;Voievod;;;;;;;;;x

################################################################################
# TITLES
################################################################################
### GENERIC
barony_of_romanian;Cetatea;Cetatea;Cetatea;;Cetatea;;;;;;;;;x
barony_romanian;Cetate;Cetate;Cetate;;Cetate;;;;;;;;;x
county_of_romanian;Teara de;Teara de;Teara de;;Teara de;;;;;;;;;x
county_romanian;Teara;Teara;Teara;;Teara;;;;;;;;;x
duchy_of_romanian;Banatul de;Banatul de;Banatul de;;Banatul de;;;;;;;;;x
duchy_romanian;Banat;Banat;Banat;;Banat;;;;;;;;;x
empire_of_romanian;Imperiul;Imperiul;Imperiul;;Imperiul;;;;;;;;;x
empire_of_romanian;Imperiu;Imperiu;Imperiu;;Imperiu;;;;;;;;;x
kingdom_of_romanian;Voievodatul;Voievodatul;Voievodatul;;Voievodatul;;;;;;;;;x
kingdom_romanian;Voievodat;Voievodat;Voievodat;;Voievodat;;;;;;;;;x
### CITY
city_barony_of_romanian;Orasul;Orasul;Orasul;;Orasul;;;;;;;;;x
city_barony_romanian;Oras;Oras;Oras;;Oras;;;;;;;;;x
### IMPERIAL
imperial_barony_of_romanian;Cetatea;Cetatea;Cetatea;;Cetatea;;;;;;;;;x
imperial_barony_romanian;Cetate;Cetate;Cetate;;Cetate;;;;;;;;;x
imperial_city_barony_of_romanian;Orasul;Orasul;Orasul;;Orasul;;;;;;;;;x
imperial_city_barony_romanian;Oras;Oras;Oras;;Oras;;;;;;;;;x
imperial_county_of_romanian;Teara de;Teara de;Teara de;;Teara de;;;;;;;;;x
imperial_county_romanian;Teara;Teara;Teara;;Teara;;;;;;;;;x
imperial_duchy_of_romanian;Banatul de;Banatul de;Banatul de;;Banatul de;;;;;;;;;x
imperial_duchy_romanian;Banat;Banat;Banat;;Banat;;;;;;;;;x
imperial_empire_of_romanian;Imperiul;Imperiul;Imperiul;;Imperiul;;;;;;;;;x
imperial_empire_romanian;Imperiu;Imperiu;Imperiu;;Imperiu;;;;;;;;;x
imperial_kingdom_of_romanian;Regatul;Regatul;Regatul;;Regatul;;;;;;;;;x
imperial_kingdom_romanian;Regat;Regat;Regat;;Regat;;;;;;;;;x
imperial_tribal_county_of_romanian;Cnezatul;Cnezatul;Cnezatul;;Cnezatul;;;;;;;;;x
imperial_tribal_county_romanian;Cnezat;Cnezat;Cnezat;;Cnezat;;;;;;;;;x
imperial_tribal_duchy_of_romanian;Mare Cnezat de;Mare Cnezat de;Mare Cnezat de;;Mare Cnezat de;;;;;;;;;x
imperial_tribal_duchy_romanian;Mare Cnezat;Mare Cnezat;Mare Cnezat;;Mare Cnezat;;;;;;;;;x
### NOMADIC
nomadic_empire_of_romanian;Hanatul;Hanatul;Hanatul;;Hanatul;;;;;;;;;x
nomadic_empire_romanian;Hanat;Hanat;Hanat;;Hanat;;;;;;;;;x
### TEMPLE
temple_barony_catholic_romanian;Mãnãstire;Mãnãstire;Mãnãstire;;Mãnãstire;;;;;;;;;x
temple_barony_of_catholic_romanian;Mãnãstirea;Mãnãstirea;Mãnãstirea;;Mãnãstirea;;;;;;;;;x
temple_barony_of_orthodox_romanian;Mãnãstirea;Mãnãstirea;Mãnãstirea;;Mãnãstirea;;;;;;;;;x
temple_barony_orthodox_romanian;Mãnãstire;Mãnãstire;Mãnãstire;;Mãnãstire;;;;;;;;;x
temple_county_of_orthodox_romanian;Episcopia;Episcopia;Episcopia;;Episcopia;;;;;;;;;x
temple_county_orthodox_romanian;Episcopie;Episcopie;Episcopie;;Episcopie;;;;;;;;;x
temple_duchy_of_orthodox_romanian;Arhiepiscopia;Arhiepiscopia;Arhiepiscopia;;Arhiepiscopia;;;;;;;;;x
temple_duchy_orthodox_romanian;Arhiepiscopie;Arhiepiscopie;Arhiepiscopie;;Arhiepiscopie;;;;;;;;;x
### TRIBAL
tribal_county_of_romanian;Cnezatul;Cnezatul;Cnezatul;;Cnezatul;;;;;;;;;x
tribal_county_romanian;Cnezat;Cnezat;Cnezat;;Cnezat;;;;;;;;;x
tribal_duchy_of_romanian;Mare Cnezat de;Mare Cnezat de;Mare Cnezat de;;Mare Cnezat de;;;;;;;;;x
tribal_duchy_romanian;Mare Cnezat;Mare Cnezat;Mare Cnezat;;Mare Cnezat;;;;;;;;;x
tribal_kingdom_of_romanian;Voievodatul;Voievodatul;Voievodatul;;Voievodatul;;;;;;;;;x
tribal_kingdom_romanian;Voievodat;Voievodat;Voievodat;;Voievodat;;;;;;;;;x

