baron_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
baron_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
baron_title_ruler_consort_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
baron_title_ruler_consort_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
city_baron_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_baron_female_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_female_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_duke_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_duke_female_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_female_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_female_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
count_bolghar;Komit;Komit;Komit;;Komit;;;;;;;;;x
count_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
count_title_ruler_consort_bolghar;Komit;Komit;Komit;;Komit;;;;;;;;;x
count_title_ruler_consort_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
duke_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
duke_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
duke_title_ruler_consort_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
duke_title_ruler_consort_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
emperor_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
emperor_title_ruler_consort_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_title_ruler_consort_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
imperial_baron_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
imperial_baron_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_city_baron_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
imperial_city_baron_female_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
imperial_count_bolghar;Komit;Komit;Komit;;Komit;;;;;;;;;x
imperial_count_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_duke_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
imperial_duke_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_emperor_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
imperial_emperor_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
imperial_job_marshal_bolghar;Ichirgu-boila;Ichirgu-boila;Ichirgu-boila;;Ichirgu-boila;;;;;;;;;x
imperial_job_treasurer_bolghar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x
imperial_king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
imperial_king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
